高於閾值？,人均 GDP,出生率資料桶,預期壽命,Co2 排放量,GDP,記錄數,人口 0-14,人口 15-64,人口 65+,人口總數,人均 GDP(資料桶),人均醫療費用,入境旅遊,出境旅遊,出生率,區域,經商便利度(叢集),國家/地區,城市人口,女性預期壽命,年份,新生兒死亡率,營業稅稅率,男性預期壽命,經商便利度,網際網路使用率,能源使用,行動電話使用率,貸款利率,辦稅小時數,醫療費用 % Gdp,開業天數
低於閾值,"$13,700",1.5-3%,76,,$558B,1,0.246,0.646,0.107,40.7M,"$9,376",$866,$6B,$7B,1.7%,美洲,中等,Argentina,91.1%,80,2011/12/1,0.013,108%,72,,51%,80112,149%,0.141,415,7.9%,25
低於閾值,"$12,785",1.5-3%,76,,$1B,1,0.258,0.67,0.072,0.1M,"$9,376",$703,$0B,$0B,1.7%,美洲,友好,Antigua and Barbuda,25.7%,78,2011/12/1,0.008,41%,73,,53%,,200%,0.109,207,5.5%,21
低於閾值,,1.5-3%,79,,,1,,,,0.0M,,,,,1.7%,美洲,Not Clustered,St. Martin (French part),,82,2011/12/1,,,76,,,,,,,,
低於閾值,"$8,236",1.5-3%,71,,$4B,1,0.283,0.652,0.065,0.5M,"$4,688",$490,$0B,$0B,1.8%,美洲,低,Suriname,66.3%,74,2011/12/1,0.022,28%,67,,32%,,101%,0.118,199,6.0%,694
低於閾值,"$7,409",1.5-3%,73,,$1B,1,0.272,0.656,0.072,0.1M,"$4,688",$481,$0B,$0B,1.9%,美洲,中等,Grenada,35.6%,75,2011/12/1,0.011,45%,70,,30%,,115%,0.107,140,6.5%,15
低於閾值,"$7,116",1.5-3%,74,,$335B,1,0.284,0.658,0.058,47.1M,"$4,688",$466,$3B,$3B,1.9%,美洲,非常友好,Colombia,75.3%,77,2011/12/1,0.015,76%,70,,40%,31613,98%,0.112,193,6.5%,14
低於閾值,"$9,802",1.5-3%,77,,"$1,170B",1,0.295,0.643,0.061,119.4M,"$9,376",$609,$12B,$10B,1.9%,美洲,非常友好,Mexico,78.1%,79,2011/12/1,0.014,53%,75,,37%,186171,79%,0.049,347,6.0%,6
低於閾值,"$3,699",1.5-3%,72,,$23B,1,0.313,0.617,0.07,6.3M,$0,$252,$1B,$0B,2.0%,美洲,中等,El Salvador,64.8%,77,2011/12/1,0.015,35%,67,,19%,4319,133%,,320,6.8%,17
低於閾值,"$10,712",1.5-3%,74,,$316B,1,0.291,0.651,0.058,29.5M,"$9,376",$487,$1B,$3B,2.0%,美洲,低,Venezuela,88.8%,77,2011/12/1,0.014,63%,71,,40%,70198,98%,0.172,864,4.5%,141
低於閾值,"$5,774",1.5-3%,75,,$171B,1,0.296,0.643,0.061,29.6M,"$4,688",$283,$3B,$2B,2.0%,美洲,非常友好,Peru,77.3%,77,2011/12/1,0.014,37%,72,,36%,20582,110%,0.187,309,4.7%,25
低於閾值,"$8,895",1.5-3%,77,,$33B,1,0.29,0.641,0.069,3.7M,"$4,688",$664,$3B,$1B,2.0%,美洲,友好,Panama,65.4%,80,2011/12/1,0.016,44%,74,,43%,4058,180%,0.069,482,7.9%,8
低於閾值,"$3,258",1.5-3%,66,,$3B,1,0.373,0.595,0.033,0.8M,$0,$221,$0B,$0B,2.1%,美洲,中等,Guyana,28.3%,69,2011/12/1,0.032,36%,63,,31%,,67%,0.145,263,6.8%,20
低於閾值,"$5,035",1.5-3%,76,,$77B,1,0.306,0.631,0.063,15.2M,"$4,688",$362,$1B,$1B,2.1%,美洲,中等,Ecuador,62.9%,79,2011/12/1,0.02,35%,73,,31%,12942,101%,,654,6.9%,56
低於閾值,"$5,463",1.5-3%,73,,$55B,1,0.308,0.631,0.061,10.1M,"$4,688",$293,$4B,$1B,2.2%,美洲,中等,Dominican Republic,74.9%,76,2011/12/1,0.025,41%,70,,38%,7382,86%,0.156,324,5.4%,19
低於閾值,"$3,814",1.5-3%,72,,$25B,1,0.331,0.616,0.053,6.6M,$0,$352,$0B,$0B,2.4%,美洲,中等,Paraguay,58.7%,74,2011/12/1,0.02,35%,70,,25%,4858,99%,0.174,387,8.9%,35
低於閾值,"$1,676",1.5-3%,74,,$10B,1,0.339,0.615,0.046,5.9M,$0,$124,$0B,$0B,2.4%,美洲,中等,Nicaragua,57.5%,77,2011/12/1,0.021,67%,71,,11%,3038,82%,0.105,207,7.6%,39
低於閾值,"$4,708",1.5-3%,74,,$1B,1,0.349,0.612,0.039,0.3M,"$4,688",$264,$0B,$0B,2.4%,美洲,中等,Belize,44.7%,77,2011/12/1,0.015,33%,71,,19%,,70%,0.134,147,5.8%,44
低於閾值,$749,1.5-3%,63,,$8B,1,0.358,0.598,0.045,10.0M,$0,$62,$0B,$0B,2.6%,美洲,低,Haiti,53.5%,64,2011/12/1,0.057,40%,61,,9%,3211,42%,0.116,184,8.5%,105
低於閾值,"$2,320",1.5-3%,67,,$24B,1,0.356,0.596,0.048,10.3M,$0,$115,$0B,$0B,2.6%,美洲,低,Bolivia,66.9%,69,2011/12/1,0.033,80%,65,,30%,7704,81%,0.109,"1,080",5.0%,49
低於閾值,"$2,277",1.5-3%,74,,$18B,1,0.362,0.594,0.043,7.8M,$0,$187,$1B,$0B,2.6%,美洲,中等,Honduras,52.3%,76,2011/12/1,0.02,44%,71,,16%,4740,104%,0.186,224,8.4%,14
低於閾值,"$3,240",高於 3%,72,,$48B,1,0.412,0.544,0.045,14.7M,$0,$215,$1B,$1B,3.2%,美洲,友好,Guatemala,49.8%,75,2011/12/1,0.028,41%,68,,12%,10163,133%,0.134,344,6.7%,37
低於閾值,,高於 3%,,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,,2012/12/1,,,,,,,,,,,
低於閾值,,高於 3%,,,,1,,,,0.0M,,,,,,美洲,Not Clustered,Turks and Caicos Islands,91.1%,,2012/12/1,,,,,,,,,,,
低於閾值,"$6,913",高於 3%,,,$0B,1,,,,0.1M,"$4,688",$392,$0B,$0B,,美洲,友好,Dominica,68.7%,,2012/12/1,0.011,37%,,69,55%,,153%,0.09,117,5.9%,12
低於閾值,"$13,658",高於 3%,,,$1B,1,,,,0.1M,"$9,376",$825,$0B,$0B,,美洲,友好,St. Kitts and Nevis,31.8%,,2012/12/1,0.008,52%,,97,79%,,142%,0.087,203,5.9%,19
低於閾值,,低於 1.5%,76,,,1,0.199,0.69,0.11,0.1M,,,$1B,$0B,1.0%,美洲,Not Clustered,Aruba,42.4%,78,2012/12/1,,,73,,74%,,132%,0.092,,,
低於閾值,,低於 1.5%,79,,,1,0.166,0.704,0.13,11.3M,,$558,$3B,,1.0%,美洲,Not Clustered,Cuba,76.8%,81,2012/12/1,0.005,,77,,26%,,15%,,,8.6%,
低於閾值,"$27,660",低於 1.5%,79,,$101B,1,0.198,0.667,0.135,3.7M,"$23,440",,$3B,$1B,1.1%,美洲,非常友好,Puerto Rico,93.7%,82,2012/12/1,,51%,75,37,69%,,83%,,218,,6
低於閾值,"$52,368",低於 1.5%,81,,"$1,820B",1,0.164,0.688,0.148,34.8M,"$51,568","$5,741",$21B,$43B,1.1%,美洲,非常友好,Canada,81.3%,83,2012/12/1,0.005,25%,79,17,83%,252651,80%,0.03,131,10.9%,5
低於閾值,"$84,471",低於 1.5%,80,,$5B,1,,,,0.1M,"$84,384",,$0B,$0B,1.2%,美洲,Not Clustered,Bermuda,100.0%,82,2012/12/1,,,77,,91%,,140%,,,,
低於閾值,,低於 1.5%,,,,1,,,,0.1M,,,,,1.3%,美洲,Not Clustered,Cayman Islands,100.0%,,2012/12/1,,,,,74%,,172%,,,,
低於閾值,,低於 1.5%,,,,1,0.195,0.668,0.137,0.2M,,,$1B,$0B,1.3%,美洲,Not Clustered,Curacao,89.7%,,2012/12/1,,,,,,,132%,,,,
低於閾值,"$14,917",低於 1.5%,76,,$4B,1,0.19,0.704,0.106,0.3M,"$14,064",$938,,,1.3%,美洲,友好,Barbados,31.8%,78,2012/12/1,0.014,41%,73,84,73%,,123%,0.087,237,6.3%,18
高於閾值,"$51,613",低於 1.5%,79,,"$16,200B",1,0.196,0.667,0.136,313.9M,"$51,568","$8,895",$200B,,1.3%,美洲,非常友好,United States,81.1%,81,2012/12/1,0.006,46%,76,4,79%,2132446,96%,0.033,175,17.9%,5
低於閾值,,低於 1.5%,,,,1,,,,0.1M,,,,,1.4%,美洲,Not Clustered,Greenland,85.2%,,2012/12/1,,,,,65%,,105%,,,,
低於閾值,"$15,231",低於 1.5%,80,,$266B,1,0.214,0.689,0.097,17.5M,"$14,064","$1,103",$3B,$2B,1.4%,美洲,非常友好,Chile,89.0%,82,2012/12/1,0.007,28%,77,34,61%,32720,137%,0.101,291,7.2%,8
低於閾值,"$17,523",1.5-3%,70,,$23B,1,0.207,0.705,0.088,1.3M,"$14,064",$972,,,1.5%,美洲,友好,Trinidad and Tobago,8.8%,74,2012/12/1,0.02,29%,66,63,60%,,141%,0.077,210,5.4%,41
低於閾值,"$11,326",1.5-3%,74,,"$2,250B",1,0.246,0.681,0.073,198.7M,"$9,376","$1,056",$7B,$26B,1.5%,美洲,中等,Brazil,84.9%,77,2012/12/1,0.013,69%,70,118,49%,,125%,0.366,"2,600",9.3%,119
低於閾值,"$5,464",1.5-3%,74,,$15B,1,0.278,0.643,0.079,2.7M,"$4,688",$318,$2B,$0B,1.5%,美洲,友好,Jamaica,54.1%,76,2012/12/1,0.015,44%,71,91,34%,,98%,0.176,368,5.9%,7
低於閾值,"$21,908",1.5-3%,75,,$8B,1,0.216,0.71,0.074,0.4M,"$18,752","$1,647",$2B,$0B,1.5%,美洲,友好,"Bahamas, The",82.7%,78,2012/12/1,0.011,47%,72,76,72%,,81%,0.048,58,7.5%,24
低於閾值,"$14,728",1.5-3%,77,,$50B,1,0.22,0.639,0.14,3.4M,"$14,064","$1,308",$2B,$1B,1.5%,美洲,友好,Uruguay,94.8%,80,2012/12/1,0.01,42%,74,85,55%,,147%,0.112,310,8.9%,7
低於閾值,"$9,443",1.5-3%,80,,$45B,1,0.239,0.692,0.068,4.8M,"$9,376",$951,$3B,$1B,1.5%,美洲,中等,Costa Rica,73.9%,82,2012/12/1,0.009,55%,78,109,48%,,112%,0.182,226,10.1%,60
低於閾值,"$7,288",1.5-3%,75,,$1B,1,0.243,0.67,0.087,0.2M,"$4,688",$556,$0B,$0B,1.6%,美洲,友好,St. Lucia,18.5%,77,2012/12/1,0.013,35%,72,59,35%,,119%,0.095,92,8.5%,15
低於閾值,,1.5-3%,79,,,1,,,,0.0M,,,,,1.6%,美洲,Not Clustered,St. Martin (French part),,82,2012/12/1,,,76,,,,,,,,
低於閾值,"$6,349",1.5-3%,73,,$1B,1,0.257,0.675,0.068,0.1M,"$4,688",$340,$0B,$0B,1.7%,美洲,友好,St. Vincent and the Grenadines,49.5%,75,2012/12/1,0.018,39%,70,75,48%,,116%,0.094,111,5.2%,10
低於閾值,"$14,676",1.5-3%,76,,$603B,1,0.244,0.648,0.108,41.1M,"$14,064",$995,$6B,$8B,1.7%,美洲,中等,Argentina,91.3%,80,2012/12/1,0.012,108%,72,121,56%,,157%,0.141,405,8.5%,25
低於閾值,"$13,406",1.5-3%,76,,$1B,1,0.254,0.675,0.071,0.1M,"$9,376",$681,,,1.7%,美洲,友好,Antigua and Barbuda,25.1%,78,2012/12/1,0.008,41%,73,66,59%,,143%,0.102,207,5.2%,21
低於閾值,"$9,376",1.5-3%,71,,$5B,1,0.278,0.656,0.066,0.5M,"$9,376",$521,$0B,$0B,1.8%,美洲,低,Suriname,66.2%,74,2012/12/1,0.021,28%,68,165,35%,,107%,0.117,199,5.9%,694
低於閾值,"$7,598",1.5-3%,73,,$1B,1,0.27,0.659,0.071,0.1M,"$4,688",$478,$0B,$0B,1.9%,美洲,中等,Grenada,35.6%,75,2012/12/1,0.011,45%,70,102,32%,,123%,0.097,140,6.4%,15
低於閾值,"$7,756",1.5-3%,74,,$370B,1,0.28,0.66,0.06,47.7M,"$4,688",$530,$3B,$3B,1.9%,美洲,非常友好,Colombia,75.6%,78,2012/12/1,0.015,76%,70,42,49%,,103%,0.126,203,6.8%,15
低於閾值,"$9,847",1.5-3%,78,,"$1,190B",1,0.29,0.647,0.063,120.8M,"$9,376",$618,$13B,$11B,1.9%,美洲,非常友好,Mexico,78.4%,80,2012/12/1,0.013,53%,75,51,40%,191924,83%,0.047,337,6.1%,6
低於閾值,"$3,782",1.5-3%,73,,$24B,1,0.306,0.623,0.071,6.3M,$0,$254,$1B,$0B,2.0%,美洲,中等,El Salvador,65.3%,77,2012/12/1,0.014,35%,68,115,20%,,137%,,320,6.7%,17
低於閾值,"$6,436",1.5-3%,75,,$193B,1,0.292,0.646,0.063,30.0M,"$4,688",$337,$3B,$2B,2.0%,美洲,非常友好,Peru,77.6%,77,2012/12/1,0.014,36%,72,39,38%,,98%,0.192,293,5.1%,25
低於閾值,"$12,719",1.5-3%,75,,$381B,1,0.288,0.652,0.06,30.0M,"$9,376",$593,$1B,$3B,2.0%,美洲,低,Venezuela,88.9%,78,2012/12/1,0.013,62%,72,180,49%,,102%,0.164,792,4.6%,144
低於閾值,"$9,982",1.5-3%,78,,$38B,1,0.286,0.643,0.071,3.8M,"$9,376",$723,$4B,$1B,2.0%,美洲,友好,Panama,65.7%,80,2012/12/1,0.016,41%,75,61,40%,,163%,0.069,431,7.6%,7
低於閾值,"$3,585",1.5-3%,66,,$3B,1,0.368,0.599,0.033,0.8M,$0,$235,$0B,$0B,2.1%,美洲,中等,Guyana,28.3%,69,2012/12/1,0.031,36%,63,113,33%,,69%,0.139,263,6.6%,20
低於閾值,"$5,733",1.5-3%,73,,$59B,1,0.305,0.633,0.062,10.3M,"$4,688",$310,$5B,$1B,2.1%,美洲,中等,Dominican Republic,76.0%,76,2012/12/1,0.024,43%,70,112,41%,,87%,0.155,324,5.4%,19
低於閾值,"$5,425",1.5-3%,76,,$84B,1,0.303,0.633,0.064,15.5M,"$4,688",$361,$1B,$1B,2.1%,美洲,中等,Ecuador,63.1%,79,2012/12/1,0.02,35%,73,134,35%,,106%,,654,6.4%,56
低於閾值,"$1,777",1.5-3%,75,,$11B,1,0.334,0.62,0.046,6.0M,$0,$144,$0B,$0B,2.3%,美洲,中等,Nicaragua,57.8%,78,2012/12/1,0.021,65%,71,123,14%,,98%,0.12,207,8.2%,39
低於閾值,"$3,680",1.5-3%,72,,$25B,1,0.328,0.619,0.054,6.7M,$0,$392,$0B,$0B,2.4%,美洲,中等,Paraguay,58.9%,74,2012/12/1,0.019,35%,70,107,29%,,102%,0.172,387,10.3%,35
低於閾值,"$4,852",1.5-3%,74,,$2B,1,0.344,0.617,0.039,0.3M,"$4,688",$259,$0B,$0B,2.4%,美洲,中等,Belize,44.5%,77,2012/12/1,0.015,33%,71,104,25%,,53%,0.124,147,5.8%,44
低於閾值,$776,1.5-3%,63,,$8B,1,0.354,0.601,0.045,10.2M,$0,$53,$0B,$0B,2.6%,美洲,低,Haiti,54.8%,65,2012/12/1,0.056,40%,61,177,10%,,60%,0.089,184,6.4%,105
低於閾值,"$2,576",1.5-3%,67,,$27B,1,0.352,0.599,0.048,10.5M,$0,$149,$1B,$1B,2.6%,美洲,低,Bolivia,67.3%,69,2012/12/1,0.032,83%,65,158,36%,,90%,0.111,"1,025",5.8%,49
低於閾值,"$2,339",1.5-3%,74,,$19B,1,0.357,0.599,0.044,7.9M,$0,$195,$1B,$0B,2.6%,美洲,中等,Honduras,52.9%,76,2012/12/1,0.02,40%,71,125,18%,,93%,0.185,224,8.6%,14
低於閾值,"$3,341",高於 3%,72,,$50B,1,0.408,0.547,0.045,15.1M,$0,$226,$1B,$1B,3.1%,美洲,友好,Guatemala,50.2%,75,2012/12/1,0.027,41%,68,93,16%,,138%,0.135,332,6.7%,40
低於閾值,"$5,054",1.5-3%,73,3410,$6B,1,0.242,0.692,0.066,1.2M,"$4,688",$239,$1B,$0B,1.5%,非洲,非常友好,Mauritius,41.6%,76,2005/12/1,0.014,26%,69,,15%,1077,54%,0.21,161,4.5%,46
低於閾值,"$3,219",1.5-3%,74,22801,$32B,1,0.258,0.675,0.067,10.0M,$0,$181,$3B,$0B,1.7%,非洲,非常友好,Tunisia,65.1%,76,2005/12/1,0.02,61%,72,,10%,8314,57%,,268,5.6%,11
低於閾值,"$11,087",1.5-3%,72,697,$1B,1,0.243,0.681,0.075,0.1M,"$9,376",$423,$0B,$0B,1.9%,非洲,友好,Seychelles,51.1%,77,2005/12/1,0.012,48%,67,,25%,228,68%,0.098,76,4.0%,39
低於閾值,"$1,976",1.5-3%,69,45771,$60B,1,0.308,0.642,0.05,30.1M,$0,$100,$5B,$1B,2.0%,非洲,友好,Morocco,55.1%,71,2005/12/1,0.035,52%,67,,15%,13327,41%,0.115,358,5.1%,12
低於閾值,"$3,033",1.5-3%,70,107128,$103B,1,0.289,0.667,0.044,34.0M,$0,$95,$0B,$1B,2.1%,非洲,低,Algeria,63.8%,71,2005/12/1,0.029,77%,68,,6%,32335,40%,0.08,451,3.1%,25
低於閾值,"$5,185",1.5-3%,52,396117,$247B,1,0.308,0.648,0.044,47.6M,"$4,688",$450,$9B,$5B,2.3%,非洲,非常友好,South Africa,59.5%,53,2005/12/1,0.051,38%,50,,8%,128214,70%,0.106,350,8.8%,35
低於閾值,"$7,865",1.5-3%,74,52108,$44B,1,0.306,0.651,0.043,5.6M,"$4,688",$213,$0B,$1B,2.3%,非洲,低,Libya,76.9%,75,2005/12/1,0.02,,72,,4%,17670,36%,0.061,,2.6%,
低於閾值,"$1,249",1.5-3%,70,167208,$90B,1,0.325,0.62,0.055,71.8M,$0,$64,$7B,$2B,2.4%,非洲,中等,Egypt,43.0%,72,2005/12/1,0.026,54%,67,,13%,62741,19%,0.131,504,5.1%,22
低於閾值,"$5,294",1.5-3%,47,4613,$10B,1,0.358,0.61,0.032,1.9M,"$4,688",$298,$1B,$0B,2.5%,非洲,友好,Botswana,55.1%,47,2005/12/1,0.043,17%,46,,3%,1929,30%,0.157,140,5.6%,107
低於閾值,$711,1.5-3%,44,,$1B,1,0.397,0.557,0.046,1.9M,$0,$45,$0B,$0B,2.9%,非洲,中等,Lesotho,22.2%,44,2005/12/1,0.085,29%,44,,3%,33,13%,0.117,564,6.3%,93
低於閾值,"$3,582",1.5-3%,56,2310,$7B,1,0.398,0.569,0.033,2.0M,$0,$262,$0B,$0B,2.9%,非洲,友好,Namibia,36.6%,58,2005/12/1,0.046,26%,54,,4%,1294,22%,0.106,339,7.3%,95
低於閾值,$912,1.5-3%,58,473,$1B,1,0.373,0.594,0.034,0.8M,$0,$63,$0B,$0B,2.9%,非洲,低,Djibouti,76.8%,59,2005/12/1,0.071,38%,57,,1%,139,6%,0.112,66,7.2%,37
低於閾值,$453,高於 3%,44,10774,$6B,1,0.415,0.548,0.037,12.7M,$0,,$0B,,3.2%,非洲,低,Zimbabwe,34.1%,43,2005/12/1,0.057,32%,44,,8%,9685,5%,2.357,216,,97
低於閾值,"$2,339",高於 3%,46,1019,$3B,1,0.418,0.55,0.032,1.1M,$0,$159,$0B,$0B,3.2%,非洲,中等,Swaziland,22.0%,46,2005/12/1,0.081,36%,46,,4%,399,18%,0.106,104,6.8%,60
低於閾值,"$6,282",高於 3%,60,2087,$9B,1,0.395,0.549,0.056,1.4M,"$4,688",$187,$0B,$0B,3.3%,非洲,低,Gabon,83.4%,61,2005/12/1,0.05,45%,59,,5%,1718,53%,0.177,488,3.0%,57
低於閾值,$502,高於 3%,59,6956,$11B,1,0.402,0.564,0.034,21.4M,$0,$35,$1B,$0B,3.4%,非洲,友好,Ghana,47.3%,60,2005/12/1,0.058,40%,58,,2%,8229,13%,,304,7.0%,18
低於閾值,$341,高於 3%,45,213,$1B,1,0.419,0.542,0.04,4.0M,$0,$15,$0B,$0B,3.7%,非洲,低,Central African Republic,38.1%,47,2005/12/1,0.111,66%,43,,0%,,3%,0.177,504,4.4%,22
低於閾值,$941,高於 3%,47,7825,$16B,1,0.423,0.547,0.03,17.4M,$0,$53,$0B,$1B,3.7%,非洲,低,Cote d'Ivoire,46.8%,48,2005/12/1,0.089,47%,46,,1%,9634,14%,,270,5.7%,45
低於閾值,$694,高於 3%,61,1676,$2B,1,0.416,0.553,0.031,3.1M,$0,$29,,,3.7%,非洲,低,Mauritania,53.1%,62,2005/12/1,0.075,95%,59,,1%,,24%,0.231,696,5.0%,82
低於閾值,"$11,457",高於 3%,49,4712,$7B,1,0.406,0.561,0.032,0.6M,"$9,376",$220,,,3.8%,非洲,低,Equatorial Guinea,38.9%,50,2005/12/1,0.087,44%,48,,1%,1249,16%,0.177,492,1.6%,137
低於閾值,$382,高於 3%,54,1338,$2B,1,0.428,0.544,0.028,5.5M,$0,$25,$0B,$0B,3.8%,非洲,低,Togo,35.2%,55,2005/12/1,0.068,53%,53,,2%,2372,8%,,270,6.6%,65
低於閾值,$274,高於 3%,55,528,$3B,1,0.442,0.532,0.025,9.4M,$0,$17,$0B,$0B,3.8%,非洲,友好,Rwanda,19.3%,56,2005/12/1,0.067,47%,54,,1%,,2%,0.161,168,6.1%,18
低於閾值,$840,高於 3%,60,10708,$27B,1,0.432,0.538,0.03,31.6M,$0,$35,$0B,$1B,3.8%,非洲,中等,Sudan,32.8%,62,2005/12/1,0.061,50%,58,,1%,14837,5%,,180,4.1%,39
低於閾值,$275,高於 3%,62,1742,$5B,1,0.448,0.523,0.029,18.3M,$0,$13,$0B,$0B,3.8%,非洲,中等,Madagascar,28.8%,63,2005/12/1,0.055,47%,60,,1%,,3%,0.27,400,4.9%,38
低於閾值,$797,高於 3%,65,77,$0B,1,0.42,0.54,0.04,0.2M,$0,$81,$0B,$0B,3.8%,非洲,低,Sao Tome and Principe,58.0%,66,2005/12/1,0.048,47%,63,,14%,43,8%,0.312,424,10.0%,144
低於閾值,"$1,718",高於 3%,54,1456,$6B,1,0.422,0.543,0.035,3.5M,$0,$42,$0B,$0B,3.9%,非洲,低,Congo (Brazzaville),61.0%,55,2005/12/1,0.062,65%,53,,2%,1083,16%,0.177,606,2.4%,37
低於閾值,$524,高於 3%,55,8562,$19B,1,0.428,0.545,0.027,35.8M,$0,$23,$1B,$0B,3.9%,非洲,中等,Kenya,21.7%,56,2005/12/1,0.061,50%,54,,3%,16151,13%,0.129,372,4.4%,54
低於閾值,$160,高於 3%,57,5053,$12B,1,0.462,0.507,0.031,76.2M,$0,$7,$1B,$0B,3.9%,非洲,中等,Ethiopia,15.7%,58,2005/12/1,0.07,30%,56,,0%,28935,1%,0.07,212,4.1%,34
低於閾值,$644,高於 3%,59,110,$0B,1,0.415,0.555,0.03,0.6M,$0,$28,$0B,$0B,3.9%,非洲,低,Comoros,27.9%,60,2005/12/1,0.07,218%,58,,2%,37,3%,0.11,100,4.3%,24
低於閾值,$773,高於 3%,61,5860,$9B,1,0.441,0.527,0.032,11.3M,$0,$41,$0B,$0B,3.9%,非洲,低,Senegal,41.1%,62,2005/12/1,0.057,50%,59,,5%,2791,15%,,696,5.4%,59
低於閾值,,高於 3%,51,,,1,0.44,0.527,0.032,8.0M,,,,,4.0%,非洲,低,South Sudan,17.2%,52,2005/12/1,0.087,,50,,,,,,,,
低於閾值,$915,高於 3%,52,3696,$17B,1,0.443,0.524,0.033,18.1M,$0,$45,$0B,$0B,4.0%,非洲,低,Cameroon,48.5%,53,2005/12/1,0.078,51%,51,,1%,6981,12%,0.177,654,4.9%,45
低於閾值,$403,高於 3%,52,213,$1B,1,0.429,0.542,0.029,1.4M,$0,$24,$0B,$0B,4.0%,非洲,低,Guinea-Bissau,40.9%,53,2005/12/1,0.096,54%,51,,2%,87,7%,,208,5.7%,259
低於閾值,$307,高於 3%,53,1181,$3B,1,0.436,0.531,0.032,9.6M,$0,$16,,$0B,4.0%,非洲,低,Guinea,32.8%,53,2005/12/1,0.085,81%,52,,1%,,2%,,416,5.3%,40
低於閾值,$166,高於 3%,55,741,$1B,1,0.433,0.537,0.03,3.3M,$0,$13,$0B,$0B,4.0%,非洲,低,Liberia,46.1%,56,2005/12/1,0.083,,54,,,,5%,0.17,,8.0%,
低於閾值,$533,高於 3%,58,2398,$4B,1,0.445,0.527,0.028,8.2M,$0,$25,$0B,$0B,4.0%,非洲,低,Benin,40.0%,59,2005/12/1,0.075,76%,56,,1%,2499,7%,,270,4.7%,31
低於閾值,$226,高於 3%,59,766,$1B,1,0.435,0.545,0.02,4.9M,$0,$6,$0B,,4.0%,非洲,低,Eritrea,18.9%,61,2005/12/1,0.047,85%,56,,,763,1%,,216,2.8%,76
高於閾值,$318,高於 3%,42,546,$2B,1,0.427,0.549,0.024,5.1M,$0,$51,$0B,$0B,4.2%,非洲,中等,Sierra Leone,36.8%,42,2005/12/1,0.128,272%,42,,0%,,,0.246,399,15.9%,26
低於閾值,$802,高於 3%,49,104697,$112B,1,0.436,0.537,0.027,139.6M,$0,$53,$0B,$1B,4.2%,非洲,中等,Nigeria,39.1%,49,2005/12/1,0.097,32%,48,,4%,106509,13%,0.179,"1,120",6.6%,35
低於閾值,$213,高於 3%,49,917,$3B,1,0.461,0.508,0.031,12.9M,$0,$17,$0B,$0B,4.2%,非洲,低,Malawi,15.1%,49,2005/12/1,0.073,33%,49,,0%,,3%,0.331,370,8.2%,39
低於閾值,$364,高於 3%,54,5618,$14B,1,0.446,0.524,0.03,38.8M,$0,$15,$1B,$1B,4.2%,非洲,中等,Tanzania,24.8%,54,2005/12/1,0.057,44%,53,,1%,17141,8%,0.152,172,4.0%,28
低於閾值,$626,高於 3%,48,2274,$7B,1,0.467,0.506,0.027,11.5M,$0,$44,$0B,$0B,4.4%,非洲,友好,Zambia,36.6%,48,2005/12/1,0.076,15%,47,,3%,7213,8%,0.282,183,7.1%,35
低於閾值,$313,高於 3%,48,1822,$7B,1,0.448,0.52,0.032,21.0M,$0,$22,$0B,$0B,4.4%,非洲,中等,Mozambique,30.0%,49,2005/12/1,0.091,38%,47,,1%,8489,7%,0.195,230,6.9%,153
低於閾值,$144,高於 3%,50,154,$1B,1,0.454,0.519,0.027,7.8M,$0,$14,$0B,$0B,4.4%,非洲,低,Burundi,9.4%,51,2005/12/1,0.075,280%,49,,1%,,2%,0.184,140,10.1%,13
低於閾值,$434,高於 3%,57,323,$1B,1,0.46,0.515,0.025,1.4M,$0,$20,$0B,$0B,4.4%,非洲,低,"Gambia, The",52.3%,58,2005/12/1,0.057,286%,56,,4%,108,17%,0.349,376,4.5%,27
低於閾值,$407,高於 3%,53,1126,$5B,1,0.465,0.509,0.026,13.4M,$0,$28,$0B,$0B,4.5%,非洲,低,Burkina Faso,21.5%,53,2005/12/1,0.086,48%,52,,1%,,5%,,270,6.9%,40
低於閾值,$221,高於 3%,48,2226,$12B,1,0.462,0.51,0.028,54.0M,$0,$7,$0B,$0B,4.6%,非洲,低,Congo (Kinshasa),37.5%,49,2005/12/1,0.105,287%,46,,0%,19971,5%,,308,5.3%,133
低於閾值,,高於 3%,53,579,,1,0.477,0.494,0.029,8.5M,,,,,4.7%,非洲,Not Clustered,Somalia,35.2%,54,2005/12/1,0.105,,51,,1%,,6%,,,,
低於閾值,$314,高於 3%,53,2285,$9B,1,0.494,0.481,0.025,28.7M,$0,$29,$0B,$0B,4.7%,非洲,中等,Uganda,13.0%,53,2005/12/1,0.068,37%,52,,2%,,5%,0.196,237,9.2%,34
低於閾值,$444,高於 3%,52,568,$5B,1,0.463,0.506,0.031,11.9M,$0,$29,$0B,$0B,4.8%,非洲,低,Mali,32.1%,51,2005/12/1,0.097,51%,52,,1%,,6%,,270,6.3%,41
低於閾值,"$1,707",高於 3%,49,19156,$28B,1,0.478,0.498,0.025,16.5M,$0,$71,$0B,$0B,4.9%,非洲,低,Angola,36.2%,50,2005/12/1,0.122,52%,47,,1%,9356,10%,0.677,272,4.2%,119
